,spend,Impressions,leads,link_clicks,reach,Agency Tiers
8424,22.01,1015,1,11,974,4
8425,1.97,255,0,0,244,4
8426,24.46,1146,1,13,1105,4
8427,23.28,1064,1,9,1033,4
8428,3.06,959,0,1,884,4
8429,0.0,0,0,0,0,4
8430,23.11,1633,1,20,1581,4
8431,26.26,1376,1,19,1340,4
8432,29.4,1683,1,61,1618,4
8433,2.0,552,0,1,540,4
8434,33.36,1116,1,12,1084,4
8435,23.8,951,1,2,925,4
8436,8.13,383,1,3,381,4
8437,2.05,613,0,0,603,4
8438,21.83,713,0,1,695,4
8439,2.0,486,0,1,475,4
8440,1.15,26,0,0,26,4
8441,5.71,120,0,2,114,4
8442,12.2,617,0,3,577,4
8443,9.13,363,1,5,355,4
8444,37.78,2744,1,20,2615,4
8445,10.15,533,0,5,523,4
8446,24.83,833,1,10,820,4
8447,2.01,294,0,0,290,4
8448,16.64,1020,0,8,964,4
8449,11.99,543,0,3,513,4
8450,10.42,296,1,3,276,4
8451,12.16,936,0,5,905,4
8452,5.66,493,0,1,489,4
8453,1.99,505,0,0,499,4
8454,24.87,1096,1,13,1012,4
8455,35.94,1457,1,9,1412,4
8456,19.25,565,1,13,509,4
8457,36.82,2043,1,14,1935,4
8458,1.97,180,0,0,173,4
8459,23.46,721,0,5,707,4
8460,29.81,1584,1,4,1485,4
8461,19.77,1215,1,8,1133,4
8462,18.25,657,0,7,645,4
8463,7.81,334,0,0,320,4
8464,20.38,607,1,4,591,4
8465,2.03,422,0,0,416,4
8466,11.42,653,0,5,643,4
8467,11.13,454,0,7,449,4
8468,11.36,732,0,4,718,4
8469,1.99,509,0,0,491,4
8470,19.62,671,1,14,602,4
8471,33.34,2116,0,11,2005,4
8472,20.83,1077,0,4,1042,4
8473,34.41,1728,1,14,1682,4
8474,35.51,1983,1,19,1900,4
8475,35.76,2453,1,17,2419,4
8476,9.02,280,1,6,275,4
8477,34.99,2036,1,4,2001,4
8478,23.34,874,1,6,845,4
8479,7.32,352,1,1,351,4
8480,12.42,781,0,10,749,4
8481,1.98,241,0,1,222,4
8482,1.94,387,0,0,378,4
8483,0.0,0,0,0,0,4
8484,21.95,663,1,25,618,4
8485,22.87,1128,0,7,1086,4
8486,10.07,150,1,4,141,4
8487,30.32,1276,1,11,1240,4
8488,21.81,813,0,5,742,4
8489,0.0,0,0,0,0,4
8490,30.8,1686,1,4,1638,4
8491,10.53,248,1,5,235,4
8492,10.53,492,0,4,479,4
8493,6.5,429,0,2,422,4
8494,33.13,1822,1,25,1735,4
8495,16.56,523,0,9,505,4
8496,7.55,267,0,3,261,4
8497,22.84,783,0,4,772,4
8498,2.01,234,0,0,229,4
8499,10.35,458,1,5,443,4
8500,35.89,2276,1,25,2160,4
8501,1.99,229,0,0,223,4
8502,35.16,2303,0,10,2184,4
8503,37.16,2675,1,17,2522,4
8504,31.28,1015,1,9,976,4
8505,20.75,834,1,8,785,4
8506,0.0,0,0,0,0,4
8507,9.7,419,0,5,405,4
8508,37.32,2013,1,18,1886,4
8509,1.97,292,0,0,280,4
8510,1.96,729,0,2,713,4
8511,28.62,1184,1,17,1055,4
8512,6.24,258,0,1,249,4
8513,40.24,1945,1,13,1839,4
8514,24.77,751,0,1,697,4
8515,38.56,2203,1,16,2147,4
8516,12.74,1037,1,13,1014,4
8517,1.99,244,0,1,240,4
8518,1.98,480,0,1,437,4
8519,2.01,246,0,0,231,4
8520,3.98,133,0,0,132,4
8521,2.03,485,0,1,480,4
8522,8.35,553,0,3,549,4
8523,2.0,431,0,0,397,4
8524,15.68,971,1,9,915,4
8525,10.17,622,1,2,610,4
8526,18.97,545,1,15,527,4
8527,22.92,1079,1,14,1041,4
8528,33.16,1146,1,7,1063,4
8529,2.0,368,0,1,349,4
8530,31.15,1453,1,19,1398,4
8531,32.96,1715,1,7,1648,4
8532,24.4,1134,1,12,1061,4
8533,15.49,627,1,6,609,4
8534,11.36,572,0,2,553,4
8535,9.91,386,1,9,359,4
8536,0.0,0,0,0,0,4
8537,2.01,305,0,0,296,4
8538,23.54,1449,0,11,1434,4
8539,1.96,167,0,1,162,4
8540,9.11,678,0,2,665,4
8541,30.79,1187,1,7,1094,4
8542,34.78,2112,1,67,1933,4
8543,7.17,516,0,3,467,4
8544,1.96,361,0,0,342,4
8545,2.01,204,0,0,197,4
8546,26.54,2108,1,10,2065,4
8547,13.9,647,0,3,635,4
8548,40.55,2335,1,20,2277,4
8549,23.83,1093,1,4,1071,4
8550,7.3,330,1,2,315,4
8551,13.88,664,0,0,648,4
8552,1.66,80,0,0,78,4
8553,16.15,1221,1,7,1193,4
8554,2.06,394,0,0,382,4
8555,10.57,560,0,0,547,4
8556,13.12,686,1,6,638,4
8557,16.43,711,1,8,671,4
8558,6.85,328,1,3,322,4
8559,37.86,2138,1,10,2033,4
8560,23.82,916,1,6,900,4
8561,9.82,308,0,1,300,4
8562,22.01,1218,1,6,1137,4
8563,0.0,0,0,0,0,4
8564,29.0,585,0,8,545,4
8565,22.95,1007,0,12,974,4
8566,10.12,403,0,1,394,4
8567,24.66,1196,1,17,1159,4
8568,11.39,534,1,1,504,4
8569,2.02,520,0,0,493,4
8570,33.54,2373,1,22,2259,4
8571,24.65,1063,1,14,1030,4
8572,24.04,1127,1,5,1093,4
8573,8.71,357,0,1,347,4
8574,6.1,259,0,0,258,4
8575,2.05,463,0,0,453,4
8576,12.74,539,1,7,521,4
8577,35.59,2960,1,21,2898,4
8578,2.04,165,0,0,159,4
8579,0.0,0,0,0,0,4
8580,1.94,278,0,0,269,4
8581,11.86,301,0,1,293,4
8582,27.72,1170,1,10,1131,4
8583,2.11,685,0,0,632,4
8584,11.53,629,0,4,618,4
8585,34.63,2209,1,16,2137,4
8586,5.96,188,0,1,181,4
8587,12.14,260,0,2,243,4
8588,1.98,364,0,1,357,4
8589,7.33,278,0,1,275,4
8590,21.69,693,0,3,637,4
8591,2.02,229,0,0,228,4
8592,36.53,2430,1,13,2345,4
8593,15.95,1012,0,8,989,4
8594,9.76,389,1,6,372,4
8595,1.96,461,0,0,456,4
8596,40.0,1448,1,14,1425,4
8597,8.56,261,0,1,253,4
8598,15.35,1054,0,6,1016,4
8599,22.59,1185,0,5,1157,4
8600,32.22,1827,1,13,1796,4
8601,1.97,158,0,0,151,4
8602,16.14,1269,1,43,1205,4
8603,2.51,86,0,0,86,4
8604,15.27,1212,1,10,1187,4
8605,12.64,441,0,8,431,4
8606,35.76,1860,1,24,1760,4
8607,9.38,626,1,7,618,4
8608,29.63,1145,0,4,1118,4
8609,11.63,571,0,4,554,4
8610,16.15,1069,1,7,990,4
8611,1.99,516,0,0,511,4
8612,2.05,868,0,2,836,4
8613,24.23,1463,1,7,1435,4
8614,2.05,399,0,0,393,4
8615,3.07,635,0,0,616,4
8616,11.71,747,1,4,734,4
8617,40.2,2101,1,18,1944,4
8618,16.3,1109,1,13,1028,4
8619,11.7,689,0,8,643,4
8620,23.26,1235,0,9,1200,4
8621,7.41,427,1,3,405,4
8622,11.81,545,0,4,541,4
8623,15.42,597,0,8,573,4
8624,29.69,1271,1,11,1245,4
8625,40.83,2458,1,17,2367,4
8626,11.43,320,0,4,311,4
8627,34.28,1457,1,11,1419,4
8628,31.47,975,0,5,913,4
8629,24.66,930,0,5,880,4
8630,1.99,167,0,1,157,4
8631,7.89,571,0,2,563,4
8632,0.0,0,0,0,0,4
8633,9.79,384,1,4,365,4
8634,33.96,2792,1,15,2736,4
8635,20.86,855,1,3,827,4
8636,1.96,230,0,2,227,4
8637,34.91,2534,1,18,2406,4
8638,12.55,379,0,9,371,4
8639,3.11,1096,0,4,1049,4
8640,32.67,1299,1,16,1241,4
8641,33.12,1165,1,9,1151,4
8642,36.91,2265,1,17,2205,4
8643,6.64,278,1,4,270,4
8644,37.42,2466,1,12,2343,4
8645,1.98,821,0,1,803,4
8646,1.99,133,0,0,128,4
8647,5.96,210,0,3,203,4
8648,2.04,182,0,2,178,4
8649,3.06,919,0,0,873,4
8650,2.01,346,0,1,333,4
8651,3.09,198,1,2,193,4
8652,25.2,963,1,18,936,4
8653,24.29,654,1,2,635,4
8654,29.41,1357,1,7,1322,4
8655,11.87,501,1,5,464,4
8656,1.97,253,0,0,240,4
8657,12.28,474,0,3,444,4
8658,33.97,1267,0,9,1231,4
8659,15.01,646,0,6,626,4
8660,32.92,1167,1,10,1119,4
8661,10.11,222,0,6,217,4
8662,23.38,1389,0,5,1354,4
8663,22.09,627,1,10,596,4
8664,11.68,402,1,1,390,4
8665,14.92,587,0,4,558,4
8666,15.19,623,0,2,596,4
8667,20.31,832,1,8,796,4
8668,29.18,1143,1,12,1015,4
8669,32.07,900,1,4,854,4
8670,36.24,1593,0,10,1458,4
8671,25.79,743,0,3,689,4
8672,1.99,221,0,0,211,4
8673,26.95,657,1,13,627,4
8674,2.01,362,0,0,358,4
8675,2.01,333,0,0,322,4
8676,1.99,265,0,0,255,4
8677,29.67,1161,0,6,1144,4
8678,20.72,1354,0,5,1311,4
8679,22.45,918,0,4,874,4
8680,23.27,1166,1,4,1126,4
8681,11.02,260,0,2,249,4
8682,2.0,442,0,0,428,4
8683,2.01,249,0,1,242,4
8684,2.09,739,0,1,717,4
8685,33.0,1609,1,5,1565,4
8686,32.9,1320,1,6,1284,4
8687,8.71,738,0,5,713,4
8688,23.23,948,1,5,889,4
8689,24.07,1887,1,9,1819,4
8690,2.99,184,1,2,182,4
8691,22.47,884,1,2,831,4
8692,7.4,383,1,4,371,4
8693,12.28,422,0,9,388,4
8694,12.44,357,0,3,349,4
8695,2.03,481,0,0,467,4
8696,45.99,2062,1,9,1898,4
8697,16.52,1039,0,8,999,4
8698,24.64,1117,1,12,1089,4
8699,22.07,996,1,6,967,4
8700,1.99,249,0,0,242,4
8701,22.96,684,0,3,665,4
8702,2.05,209,0,0,199,4
8703,23.64,766,1,5,740,4
8704,18.41,611,0,4,593,4
8705,1.99,346,0,0,333,4
8706,2.04,281,0,0,275,4
8707,16.87,641,0,4,620,4
8708,39.46,2220,1,13,2079,4
8709,2.02,361,0,0,356,4
8710,2.03,163,0,0,160,4
8711,1.92,307,0,0,297,4
8712,7.54,376,0,6,359,4
8713,3.11,167,0,3,160,4
8714,18.54,816,1,5,782,4
8715,2.0,194,0,1,191,4
8716,29.69,1617,1,5,1556,4
8717,2.01,505,0,0,493,4
8718,30.01,1076,0,3,987,4
8719,40.66,3198,1,22,3092,4
8720,26.38,908,0,9,893,4
8721,21.71,720,1,11,652,4
8722,8.74,373,0,3,343,4
8723,7.14,393,0,4,384,4
8724,4.41,206,0,1,203,4
8725,7.44,321,1,4,309,4
8726,1.98,616,0,0,596,4
8727,1.98,299,0,0,284,4
8728,2.11,562,0,0,515,4
8729,2.05,419,0,0,414,4
8730,12.59,433,1,3,423,4
8731,23.86,857,1,10,796,4
8732,0.0,0,0,0,0,4
8733,11.56,1067,0,3,1041,4
8734,18.37,1491,1,11,1432,4
8735,33.77,1824,0,9,1746,4
8736,9.91,559,1,5,552,4
8737,22.93,838,1,11,811,4
8738,11.52,556,0,2,535,4
8739,1.02,27,0,0,24,4
8740,12.95,519,0,3,508,4
8741,13.56,491,0,4,469,4
8742,12.14,1029,0,4,990,4
8743,15.36,781,0,9,751,4
8744,33.77,1384,0,14,1337,4
8745,23.01,1068,1,4,1001,4
8746,13.66,519,1,16,511,4
8747,1.98,437,0,1,405,4
8748,2.01,1013,0,2,989,4
8749,32.87,1085,0,6,1035,4
8750,21.65,919,1,9,899,4
8751,2.0,255,0,1,248,4
8752,15.93,905,0,6,888,4
8753,1.97,302,0,1,294,4
8754,15.83,691,0,3,669,4
8755,1.98,475,0,0,464,4
8756,28.26,1648,1,42,1602,4
8757,2.05,159,0,0,157,4
8758,27.28,1335,1,8,1318,4
8759,11.53,504,1,6,486,4
8760,30.98,1543,1,13,1464,4
8761,5.72,117,0,4,115,4
8762,1.99,287,0,0,273,4
8763,25.37,1869,1,8,1829,4
8764,29.98,1289,0,1,1247,4
8765,32.4,1663,1,17,1542,4
8766,19.85,740,0,3,689,4
8767,15.18,569,1,2,542,4
8768,12.44,745,0,1,728,4
8769,2.03,196,0,0,193,4
8770,35.22,1184,0,8,1149,4
8771,6.13,248,1,3,241,4
8772,34.54,1788,1,9,1723,4
8773,29.57,1160,1,5,1130,4
8774,31.84,1443,1,6,1400,4
8775,2.05,374,0,0,358,4
8776,35.74,1244,1,9,1210,4
8777,15.01,717,0,6,704,4
8778,38.6,1987,1,28,1933,4
8779,2.13,253,0,1,251,4
8780,37.63,3880,1,21,3721,4
8781,3.28,154,1,2,151,4
8782,37.7,2902,1,18,2842,4
8783,29.64,2254,1,12,2120,4
8784,24.0,1038,0,6,1006,4
8785,22.84,506,0,3,475,4
8786,9.16,229,0,0,220,4
8787,1.95,213,0,0,207,4
8788,15.49,673,1,10,662,4
8789,2.72,114,0,0,110,4
8790,26.36,1676,1,20,1650,4
8791,37.64,2099,1,20,1967,4
8792,2.04,465,0,1,455,4
8793,12.33,925,1,6,906,4
8794,1.99,342,0,1,312,4
8795,2.0,268,0,2,263,4
8796,1.99,374,0,0,365,4
8797,16.25,467,1,10,426,4
8798,2.56,100,0,0,98,4
8799,0.0,0,0,0,0,4
8800,1.99,300,0,1,289,4
8801,1.98,555,0,0,544,4
8802,33.62,2074,1,11,2043,4
8803,11.46,480,1,1,473,4
8804,12.22,801,1,7,793,4
8805,1.98,250,0,0,234,4
8806,7.87,288,0,5,269,4
8807,15.91,571,0,3,542,4
8808,34.22,1904,1,16,1818,4
8809,21.79,1096,0,12,1070,4
8810,17.88,1045,0,3,1028,4
8811,10.35,272,0,3,264,4
8812,1.99,296,0,0,288,4
8813,10.44,509,0,1,502,4
8814,11.58,330,0,2,318,4
8815,34.1,2074,1,22,1968,4
8816,25.03,977,1,9,942,4
8817,1.99,417,0,0,406,4
8818,1.98,739,0,4,712,4
8819,37.38,2164,1,29,2059,4
8820,0.0,0,0,0,0,4
8821,11.66,357,0,6,353,4
8822,2.04,363,0,0,351,4
8823,29.96,1935,0,7,1845,4
8824,22.68,996,1,3,965,4
8825,23.18,1029,0,6,978,4
8826,31.22,1418,1,17,1375,4
8827,18.9,819,1,8,795,4
8828,26.36,969,1,14,935,4
8829,16.08,688,0,12,636,4
8830,12.24,297,1,4,284,4
8831,14.69,399,1,2,377,4
8832,20.75,633,1,10,603,4
8833,12.09,864,1,3,845,4
8834,1.99,203,0,0,199,4
8835,4.89,281,0,2,279,4
8836,34.21,1360,1,15,1322,4
8837,2.0,725,0,2,698,4
8838,19.7,841,1,4,747,4
8839,8.18,512,1,3,494,4
8840,2.11,249,0,0,242,4
8841,13.52,841,1,7,822,4
8842,2.96,620,0,2,573,4
8843,10.99,451,0,3,440,4
8844,1.93,268,0,1,265,4
8845,3.28,183,0,0,181,4
8846,31.66,1336,0,3,1296,4
8847,2.06,158,0,0,151,4
8848,0.0,0,0,0,0,4
8849,10.41,546,0,1,534,4
8850,0.0,0,0,0,0,4
8851,9.67,322,1,2,311,4
8852,23.7,1118,1,13,1054,4
8853,0.0,0,0,0,0,4
8854,2.06,451,0,1,419,4
8855,40.91,3363,1,28,3233,4
8856,34.9,1664,1,11,1630,4
8857,1.97,682,0,0,672,4
8858,9.7,878,0,2,867,4
8859,27.92,1214,1,10,1190,4
8860,8.88,204,0,2,198,4
8861,33.25,1277,1,10,1244,4
8862,2.99,721,0,3,677,4
8863,11.71,528,0,7,513,4
8864,1.93,843,0,1,816,4
8865,30.74,2422,1,15,2289,4
8866,13.53,432,1,3,408,4
8867,2.02,208,0,1,203,4
8868,2.03,351,0,0,338,4
8869,33.0,1183,0,14,1129,4
8870,1.99,312,0,1,311,4
8871,47.55,2191,1,13,2103,4
8872,1.18,47,0,2,33,4
8873,32.71,1403,0,6,1375,4
8874,40.31,2223,1,26,2159,4
8875,14.37,614,0,9,600,4
8876,0.0,0,0,0,0,4
8877,2.01,263,0,0,251,4
8878,15.08,603,1,7,586,4
8879,23.4,990,1,9,959,4
8880,21.94,1117,1,24,1007,4
8881,24.21,1118,1,3,1085,4
8882,24.62,1011,1,10,973,4
8883,5.73,278,0,1,276,4
8884,9.6,461,0,6,436,4
8885,17.91,459,1,7,433,4
8886,37.08,2221,1,11,2099,4
8887,25.58,691,0,10,661,4
8888,24.94,1338,0,7,1283,4
8889,0.89,46,0,1,42,4
8890,1.99,298,0,0,288,4
8891,37.45,2182,1,30,2108,4
8892,34.74,2035,1,14,1984,4
8893,41.46,1727,0,6,1566,4
8894,1.99,901,0,1,870,4
8895,12.56,521,1,4,510,4
8896,15.72,1026,1,6,957,4
8897,29.85,1385,1,14,1351,4
8898,23.48,915,1,4,872,4
8899,12.08,1136,0,10,1103,4
8900,11.36,439,0,6,421,4
8901,22.12,726,1,9,685,4
8902,34.76,2433,1,12,2405,4
8903,20.93,897,0,2,864,4
8904,1.05,32,0,0,27,4
8905,18.34,1201,1,12,1144,4
8906,13.0,596,1,3,569,4
8907,10.95,508,1,3,501,4
8908,11.88,684,0,4,643,4
8909,2.95,845,0,0,793,4
8910,12.15,574,1,13,544,4
8911,2.03,312,0,0,288,4
8912,11.45,539,1,5,522,4
8913,10.37,393,1,4,358,4
8914,1.88,138,0,0,136,4
8915,2.56,133,0,0,131,4
8916,27.02,1118,0,12,944,4
8917,10.8,526,0,5,521,4
8918,23.45,1256,1,8,1224,4
8919,5.37,154,0,1,147,4
8920,2.0,340,0,2,329,4
8921,11.4,710,1,6,687,4
8922,1.99,313,0,1,310,4
8923,18.39,1085,1,10,1048,4
8924,0.0,0,0,0,0,4
8925,12.83,545,1,2,530,4
8926,11.54,456,1,5,451,4
8927,12.38,238,0,3,228,4
8928,2.67,256,0,2,255,4
8929,33.64,2067,1,8,2004,4
8930,20.14,593,1,4,549,4
8931,33.9,1303,1,9,1269,4
8932,16.27,773,0,3,756,4
8933,10.9,386,1,4,371,4
8934,34.87,1772,1,5,1743,4
8935,3.62,238,0,7,232,4
8936,2.11,157,0,0,151,4
8937,18.58,721,1,12,695,4
8938,10.97,272,0,2,249,4
8939,13.49,759,1,13,746,4
8940,9.16,403,0,0,388,4
8941,1.87,281,0,0,275,4
8942,10.82,475,0,4,472,4
8943,2.05,268,0,0,263,4
8944,29.83,1130,1,9,1067,4
8945,8.8,664,0,3,654,4
8946,9.51,845,0,3,835,4
8947,2.02,209,0,0,199,4
8948,32.51,1071,0,11,1030,4
8949,2.02,173,0,0,168,4
8950,26.84,1390,0,4,1347,4
8951,2.02,698,0,0,654,4
8952,2.04,180,0,0,175,4
8953,16.5,576,0,1,551,4
8954,2.96,959,0,2,919,4
8955,12.35,800,1,4,773,4
8956,1.99,438,0,1,403,4
8957,11.08,719,1,3,705,4
8958,33.86,1618,1,9,1539,4
8959,37.08,2095,1,18,1993,4
8960,44.5,1613,1,12,1502,4
8961,0.0,0,0,0,0,4
8962,20.21,902,1,6,842,4
8963,5.4,262,1,2,257,4
8964,37.21,2512,1,13,2381,4
8965,3.95,81,0,0,80,4
8966,18.66,1284,1,7,1235,4
8967,2.04,303,0,1,288,4
8968,37.26,3119,1,20,3017,4
8969,15.17,856,0,2,828,4
8970,33.33,2248,1,20,2155,4
8971,35.2,1776,1,12,1725,4
8972,18.49,1014,1,5,983,4
8973,2.04,141,0,0,136,4
8974,6.76,433,1,2,420,4
8975,2.0,388,0,2,370,4
8976,24.58,918,1,6,868,4
8977,1.99,527,0,0,517,4
8978,14.92,604,1,18,579,4
8979,26.72,956,1,6,931,4
8980,26.02,1378,1,14,1361,4
8981,32.04,2076,0,11,2031,4
8982,3.03,602,0,0,555,4
8983,15.29,786,0,4,758,4
8984,1.99,187,0,0,180,4
8985,36.66,2115,1,21,2000,4
8986,2.09,413,0,0,407,4
8987,26.5,2430,1,14,2370,4
8988,14.94,715,0,3,656,4
8989,15.65,607,1,6,588,4
8990,17.18,523,1,5,492,4
8991,2.01,477,0,0,437,4
8992,23.27,1002,0,5,971,4
8993,30.57,851,0,7,827,4
8994,15.69,1019,0,4,950,4
8995,9.81,937,0,6,919,4
8996,15.57,667,1,5,644,4
8997,14.11,756,0,4,723,4
8998,11.73,660,1,3,642,4
8999,22.67,818,1,7,784,4
9000,9.65,1155,1,3,1140,4
9001,13.15,729,0,7,699,4
9002,21.18,941,0,14,899,4
9003,18.85,633,1,10,561,4
9004,15.28,825,0,6,818,4
9005,34.15,1416,1,10,1386,4
9006,1.97,181,0,0,177,4
9007,20.27,1068,0,5,1005,4
9008,7.36,201,0,5,196,4
9009,2.08,341,0,1,330,4
9010,2.08,356,0,0,344,4
9011,0.0,0,0,0,0,4
9012,35.05,3261,1,20,3181,4
9013,24.97,1120,1,11,1091,4
9014,32.96,1038,1,9,1009,4
9015,14.04,767,0,3,739,4
9016,1.97,277,0,0,258,4
9017,4.84,167,0,1,165,4
9018,18.36,895,0,7,848,4
9019,23.63,846,1,5,839,4
9020,31.85,2440,1,26,2300,4
9021,33.1,1582,1,9,1501,4
9022,26.85,1060,1,9,1045,4
9023,37.61,2577,0,20,2462,4
9024,1.91,759,0,0,731,4
9025,36.31,1689,1,21,1622,4
9026,23.52,1506,0,7,1468,4
9027,15.58,594,1,8,568,4
9028,4.49,194,0,4,193,4
9029,11.41,298,0,3,286,4
9030,34.3,1461,0,9,1415,4
9031,34.16,999,1,22,964,4
9032,1.91,200,0,0,194,4
9033,2.04,217,0,0,212,4
9034,47.35,2983,1,44,2912,4
9035,2.0,162,0,0,155,4
9036,1.97,815,0,0,794,4
9037,17.83,796,0,6,778,4
9038,12.36,342,1,6,333,4
9039,9.71,371,0,1,361,4
9040,2.03,475,0,2,460,4
9041,2.0,310,0,0,297,4
9042,13.34,667,1,6,648,4
9043,1.97,355,0,0,349,4
9044,35.96,1945,1,11,1866,4
9045,9.67,514,0,1,510,4
9046,12.12,782,1,2,755,4
9047,10.75,502,1,6,490,4
9048,31.87,1302,1,11,1250,4
9049,1.97,300,0,0,296,4
9050,2.02,423,0,0,406,4
9051,2.0,301,0,1,292,4
9052,26.81,1182,1,7,1147,4
9053,14.75,751,1,10,740,4
9054,1.96,487,0,0,475,4
9055,22.88,760,0,5,713,4
9056,1.97,221,0,0,216,4
9057,4.98,214,0,1,208,4
9058,28.74,1519,1,6,1460,4
9059,1.97,976,0,0,946,4
9060,20.4,1031,0,4,986,4
9061,7.85,293,0,2,288,4
9062,11.07,414,1,3,406,4
9063,20.34,504,1,19,444,4
9064,23.14,669,0,2,659,4
9065,11.1,1026,0,3,997,4
9066,2.01,292,0,0,285,4
9067,2.02,300,0,0,292,4
9068,2.03,175,0,0,171,4
9069,36.0,1787,1,20,1741,4
9070,22.44,792,0,7,750,4
9071,2.03,158,0,0,156,4
9072,13.03,783,1,5,750,4
9073,7.6,543,0,3,534,4
9074,16.55,668,1,5,642,4
9075,7.77,279,0,5,275,4
9076,11.29,744,0,1,739,4
9077,12.24,748,0,8,720,4
9078,12.17,722,0,6,687,4
9079,2.0,169,0,0,165,4
9080,9.79,505,1,3,479,4
9081,7.85,110,0,0,107,4
9082,22.17,699,1,2,688,4
9083,35.94,1420,1,16,1367,4
9084,2.02,160,0,1,156,4
9085,1.99,217,0,0,212,4
9086,12.04,677,0,6,655,4
9087,0.0,0,0,0,0,4
9088,13.61,541,1,4,502,4
9089,6.83,341,1,2,338,4
9090,2.0,217,0,1,211,4
9091,16.85,575,1,10,553,4
9092,13.34,418,0,2,406,4
9093,19.84,1106,1,7,1007,4
9094,36.04,2364,0,12,2327,4
9095,16.27,1175,1,11,1104,4
9096,10.62,361,1,3,350,4
9097,35.23,1624,1,2,1562,4
9098,41.87,3645,1,26,3540,4
9099,31.64,2780,1,16,2688,4
9100,2.04,474,0,0,469,4
9101,18.58,904,1,6,868,4
9102,13.39,419,1,16,364,4
9103,2.14,151,0,0,144,4
9104,34.32,1504,0,22,1446,4
9105,32.32,1853,1,16,1771,4
9106,34.38,2369,1,35,2254,4
9107,11.38,549,0,1,533,4
9108,21.43,841,1,18,759,4
9109,9.63,359,0,6,345,4
9110,40.87,2044,1,28,1964,4
9111,40.02,2589,1,20,2548,4
9112,2.08,418,0,0,399,4
9113,1.97,225,0,0,219,4
9114,0.0,0,0,0,0,4
9115,2.03,398,0,0,388,4
9116,20.16,966,0,6,897,4
9117,2.04,291,0,1,277,4
9118,18.58,869,1,7,844,4
9119,1.0,227,0,0,211,4
9120,1.86,142,0,1,139,4
9121,22.31,770,1,4,740,4
9122,18.13,1348,0,7,1306,4
9123,9.72,1393,1,6,1375,4
9124,33.64,1599,1,5,1578,4
9125,6.94,212,0,2,200,4
9126,4.43,180,0,4,178,4
9127,45.73,2034,1,14,1875,4
9128,2.03,370,0,0,357,4
9129,2.18,752,0,1,723,4
9130,1.97,350,0,1,347,4
9131,10.26,414,0,1,399,4
9132,2.02,156,0,0,150,4
9133,11.38,781,1,4,758,4
9134,21.75,938,0,4,908,4
9135,2.06,242,0,0,236,4
9136,33.9,1955,1,6,1887,4
9137,34.19,1110,1,23,1048,4
9138,1.98,332,0,0,317,4
9139,27.35,1162,1,9,1090,4
9140,1.99,497,0,0,484,4
9141,12.21,381,0,1,372,4
9142,2.0,281,0,0,264,4
9143,1.98,505,0,0,473,4
9144,13.28,603,0,4,566,4
9145,2.02,510,0,0,464,4
9146,3.25,655,0,1,596,4
9147,20.07,725,1,1,715,4
9148,8.62,342,0,0,322,4
9149,27.37,1109,0,6,1078,4
9150,21.93,1108,1,5,1069,4
9151,12.46,824,1,4,818,4
9152,11.44,454,0,3,442,4
9153,39.18,1792,1,15,1666,4
9154,0.0,0,0,0,0,4
9155,14.0,758,1,3,733,4
9156,12.6,326,0,3,316,4
9157,6.01,275,0,1,269,4
9158,10.83,568,0,5,554,4
9159,35.13,2492,0,22,2426,4
9160,0.91,30,0,0,27,4
9161,5.98,111,0,3,109,4
9162,2.06,690,0,1,675,4
9163,30.66,1316,0,10,1237,4
9164,10.49,393,0,6,382,4
9165,21.87,584,0,10,535,4
9166,1.98,324,0,0,314,4
9167,6.62,291,1,1,291,4
9168,23.22,958,1,7,890,4
9169,15.83,465,0,13,451,4
9170,37.69,1528,0,3,1456,4
9171,7.6,314,1,4,308,4
9172,10.96,439,0,5,425,4
9173,11.72,424,1,5,403,4
9174,1.93,937,0,0,902,4
9175,1.97,172,0,1,168,4
9176,35.41,3277,1,21,3209,4
9177,23.21,827,1,2,796,4
9178,2.0,815,0,2,789,4
9179,2.0,309,0,0,298,4
9180,7.5,271,0,1,264,4
9181,0.0,0,0,0,0,4
9182,11.78,595,0,6,562,4
9183,2.25,223,0,2,223,4
9184,1.98,325,0,0,317,4
9185,34.03,1828,0,14,1766,4
9186,1.99,248,0,0,245,4
9187,6.81,419,0,4,409,4
9188,10.12,234,0,3,231,4
9189,10.26,306,0,1,298,4
9190,25.28,736,1,6,694,4
9191,25.38,1105,1,11,1030,4
9192,2.02,221,0,0,210,4
9193,4.61,128,0,0,127,4
9194,10.82,374,1,2,346,4
9195,0.61,11,0,0,11,4
9196,16.51,655,0,3,630,4
9197,2.86,155,0,2,153,4
9198,35.45,1717,1,13,1699,4
9199,1.96,390,0,1,376,4
9200,2.03,249,0,0,244,4
9201,9.48,479,0,2,471,4
9202,8.04,352,0,4,344,4
9203,2.01,298,0,1,283,4
9204,11.03,396,1,5,378,4
9205,6.6,372,0,3,369,4
9206,0.0,0,0,0,0,4
9207,5.94,545,0,3,541,4
9208,31.24,987,0,7,948,4
9209,18.33,458,1,20,406,4
9210,5.59,293,0,2,283,4
9211,2.08,725,0,1,717,4
9212,14.89,937,1,7,921,4
9213,22.43,930,0,8,890,4
9214,15.81,1157,0,5,1114,4
9215,2.0,957,0,0,909,4
9216,10.82,930,1,11,889,4
9217,36.12,1749,1,20,1722,4
9218,11.55,292,0,1,279,4
