,state,spend,Impressions,leads,link_clicks,reach,Agency Tiers
5172,CA,7.0,260,1,3,241,
5173,CA,73.11,3419,1,19,3110,
5174,VA,32.37,1691,1,19,1539,
5175,VA,32.42,1095,1,9,966,
5176,CA,16.21,820,1,9,793,
5177,PA,40.23,1739,1,34,1441,
5178,CA,15.59,558,0,3,532,
5179,WA,49.03,2291,0,5,2084,
5180,CA,7.08,278,0,1,261,
5181,NJ,84.06,3015,1,17,2664,
5182,VA,31.36,1178,1,10,1087,
5183,WA,50.38,2272,0,23,2091,
5184,CA,50.48,1518,1,11,1432,
5185,CO,46.79,1650,0,6,1519,
5186,WA,40.93,1389,1,22,1278,
5187,VA,40.68,2362,1,18,2113,
5188,CA,23.57,957,0,5,907,
5189,TX,34.71,1848,1,20,1652,
5190,NJ,65.48,3063,1,28,2698,
5191,PA,41.78,2000,1,37,1825,
5192,PA,41.04,2972,1,33,2782,
5193,CA,48.58,1974,1,21,1833,
5194,CA,50.05,2261,1,27,2189,
5195,TX,32.11,1390,1,9,1278,
5196,AZ,49.98,2888,1,35,2651,
5197,CO,50.07,1578,1,5,1464,
5198,CA,31.02,1249,1,7,1183,
5199,TX,32.0,1257,0,4,1170,
5200,CA,76.53,3929,1,20,3513,
5201,CA,46.72,2546,1,15,2357,
5202,IL,32.69,1543,1,15,1512,
5203,CA,96.61,3778,1,21,3644,
5204,IN,31.87,1502,1,14,1431,
5205,WA,47.7,2415,1,11,2219,
5206,WA,48.55,2491,1,8,2264,
5207,NC,15.82,902,1,7,866,
5208,CA,103.01,5455,1,66,5096,
5209,FL,63.01,2936,1,8,2798,
5210,PA,39.78,2437,1,25,2295,
5211,CA,23.87,631,0,7,566,
5212,CA,58.18,1814,1,15,1640,
5213,TX,47.85,2651,1,10,2449,
5214,PA,41.92,1652,1,6,1539,
5215,OK,49.55,2601,1,21,2322,
5216,OH,31.32,901,1,13,819,
5217,FL,53.24,2505,1,27,2360,
5218,CA,51.4,3030,1,38,2877,
5219,FL,42.79,1537,1,16,1420,
5220,CO,57.83,2198,0,13,2040,
5221,WA,51.26,1863,1,12,1749,
5222,IL,29.42,1208,1,10,1113,
5223,IL,32.62,1425,0,11,1319,
5224,CA,49.17,2249,1,15,2145,
5225,AZ,31.96,1877,1,38,1760,
5226,IL,32.47,1193,1,9,1129,
5227,CO,50.74,2018,1,11,1839,
5228,CA,66.15,1987,1,4,1885,
5229,CA,47.84,2531,1,20,2466,
5230,CA,44.87,1800,1,7,1704,
5231,NC,49.31,2174,1,22,1887,
5232,UT,48.43,2923,1,42,2691,
5233,OH,41.37,2606,1,25,2414,
5234,TX,16.25,770,1,6,733,
5235,FL,15.98,556,0,0,524,
5236,CA,48.3,2321,1,13,2028,
5237,CA,66.64,2852,0,30,2721,
5238,FL,41.2,1761,1,24,1428,
5239,CA,24.89,761,0,12,693,
5240,CA,27.2,1441,0,4,1350,
5241,CA,34.0,1330,1,20,1291,
5242,VA,41.42,2505,1,30,2255,
5243,CO,65.24,2657,0,17,2489,
5244,WA,48.52,2005,0,8,1790,
5245,CA,32.5,1657,1,20,1557,
5246,IL,31.11,1275,1,8,1168,
5247,CA,48.76,2645,1,9,2558,
5248,OR,39.88,1507,0,7,1383,
5249,CA,16.01,709,0,1,693,
5250,CA,65.92,2714,1,28,2499,
5251,TX,23.06,848,1,7,821,
5252,CA,30.93,1417,1,14,1378,
5253,OK,50.54,1752,0,4,1604,
5254,NV,33.15,1635,1,29,1537,
5255,CA,15.68,791,1,2,770,
5256,CA,49.18,2841,1,16,2654,
5257,VA,35.87,1466,1,9,1314,
5258,IL,32.36,1443,1,27,1379,
5259,CA,30.92,2098,1,25,2003,
5260,OH,31.52,1461,0,8,1301,
5261,CA,49.29,2947,1,26,2746,
5262,TX,31.86,1520,0,6,1424,
5263,TX,10.98,485,0,3,475,
5264,CA,64.55,2587,1,22,2496,
5265,IL,33.22,1193,1,8,1083,
5266,WA,45.12,2001,1,7,1832,
5267,TX,32.22,1213,1,13,1121,
5268,IN,31.17,1789,1,14,1669,
5269,OK,49.99,2217,1,17,2051,
5270,NJ,49.42,1740,1,25,1633,
5271,OH,15.69,875,1,11,832,
5272,WA,52.24,1788,0,6,1643,
5273,CA,65.26,2977,1,31,2770,
5274,OK,45.91,2195,1,19,2041,
5275,CA,85.75,4398,1,48,4110,
5276,NC,16.17,777,0,3,723,
5277,CA,56.87,1997,0,14,1841,
5278,CA,31.92,1698,1,19,1620,
5279,CA,16.19,825,1,9,794,
5280,TX,31.54,873,0,7,799,
5281,FL,39.86,1859,1,32,1755,
5282,IL,33.76,1625,1,16,1432,
5283,TX,65.28,4955,1,22,4396,
5284,CA,24.13,1072,0,8,997,
5285,NM,1.96,83,0,0,80,
5286,NM,31.41,1086,0,12,1010,
5287,MA,15.54,914,1,8,841,
5288,CA,23.33,644,0,4,571,
5289,NM,15.45,1018,0,7,958,
5290,CA,66.01,3420,1,32,3105,
5291,WA,49.54,2043,1,14,1977,
5292,CA,31.79,1267,0,8,1211,
5293,WA,30.64,1479,1,13,1371,
5294,TX,31.24,1462,1,12,1312,
5295,IN,33.62,1371,1,11,1294,
5296,TX,32.35,1446,1,53,1224,
5297,TX,23.93,1200,1,15,1109,
5298,OH,31.76,1605,1,23,1466,
5299,PA,39.78,1569,1,20,1484,
5300,CA,65.47,3321,1,15,3167,
5301,CA,40.1,1904,1,23,1779,
5302,VA,33.41,1547,1,10,1421,
5303,CA,6.98,266,1,4,254,
5304,CA,99.84,4322,1,25,4178,
5305,CA,6.74,259,1,3,244,
5306,TX,32.44,1769,1,20,1689,
5307,TX,31.66,1328,1,10,1235,
5308,IL,33.47,1130,1,6,1011,
5309,IL,65.39,2681,1,12,2538,
5310,CO,55.64,2398,1,12,2212,
5311,NV,32.6,1566,1,28,1409,
5312,CA,48.36,2303,1,7,2148,
5313,CA,64.48,3429,1,19,3196,
5314,VA,31.3,1410,1,15,1278,
5315,CA,37.28,1770,1,9,1632,
5316,CA,41.37,1149,0,18,1013,
5317,CA,64.49,2752,1,17,2603,
5318,CA,50.05,1731,1,17,1554,
5319,CA,49.27,2143,1,21,2030,
5320,TX,0.0,0,0,0,0,
5321,CA,51.63,1988,1,33,1886,
5322,TX,50.27,1901,1,25,1753,
5323,PA,41.59,2104,1,21,1938,
5324,CA,62.35,2870,1,13,2756,
5325,CA,63.2,2630,1,28,2317,
5326,NC,48.85,2569,1,19,2381,
5327,TX,37.0,1848,1,16,1693,
5328,FL,41.34,1492,1,15,1375,
5329,CA,57.94,2944,1,23,2821,
5330,CA,65.08,2749,1,23,2582,
5331,NM,32.77,1508,1,22,1422,
5332,VA,31.6,1705,1,17,1646,
5333,CA,32.2,1184,0,13,1117,
5334,CA,31.41,1866,1,17,1753,
5335,GA,47.19,1674,1,51,1497,
5336,VA,31.91,1043,1,9,971,
5337,CA,30.82,1031,0,5,945,
5338,WA,49.75,1868,1,5,1740,
5339,FL,16.12,797,1,10,744,
5340,FL,36.69,2413,1,20,2283,
5341,NC,36.25,1538,1,6,1482,
5342,CA,31.9,1671,1,12,1583,
5343,CA,32.13,1130,1,12,1070,
5344,CA,50.49,2351,1,26,2245,
5345,CA,67.22,2819,1,35,2645,
5346,TX,32.45,852,1,4,806,
5347,FL,41.04,1987,1,9,1842,
5348,FL,49.26,2102,1,27,2015,
5349,NM,16.11,680,0,2,628,
5350,CA,48.21,2370,1,31,2223,
5351,CA,24.99,1045,0,15,1000,
5352,CA,50.45,2669,1,27,2434,
5353,NJ,68.05,1842,0,9,1674,
5354,IL,64.78,2818,1,11,2677,
5355,WA,63.31,2863,1,28,2643,
5356,OK,11.89,384,1,7,380,
5357,TX,24.81,1090,0,1,1027,
5358,CA,44.46,1574,1,9,1479,
5359,CA,16.4,610,1,10,591,
5360,TX,32.1,1273,0,12,1167,
5361,TX,31.97,1695,0,16,1597,
5362,CA,49.24,1503,1,21,1403,
5363,OK,32.36,1278,1,6,1153,
5364,WA,83.53,3301,1,25,3088,
5365,TX,23.22,926,0,4,865,
5366,CA,31.42,1598,1,10,1427,
5367,NM,31.71,1147,0,6,1026,
5368,PA,97.0,3449,1,29,3243,
5369,OH,21.07,970,1,9,900,
5370,IL,32.03,1187,0,8,1098,
5371,UT,32.14,2053,1,20,1950,
5372,CA,15.56,627,0,5,595,
5373,FL,41.26,1552,1,16,1501,
5374,NC,46.94,2348,1,111,2089,
5375,TX,9.49,509,1,4,501,
5376,VA,32.47,1432,1,12,1231,
5377,TX,32.67,1225,1,15,1130,
5378,OR,49.99,1750,1,10,1604,
5379,OK,47.16,2406,1,23,2157,
5380,GA,48.53,2555,1,43,2318,
5381,VA,41.04,1702,1,15,1547,
5382,FL,65.31,2933,1,17,2811,
5383,CA,16.31,594,0,7,564,
5384,NV,32.44,1950,1,22,1818,
5385,WA,48.5,2707,1,15,2545,
5386,CA,2.46,186,0,0,183,
5387,UT,48.21,2383,1,12,2253,
5388,WA,48.38,1841,0,8,1724,
5389,VA,33.42,1620,1,9,1405,
5390,FL,40.58,2004,1,33,1903,
5391,OR,47.51,2025,1,17,1918,
5392,IL,32.24,1241,1,3,1118,
5393,TX,49.75,2965,1,16,2776,
5394,OK,48.34,1876,0,29,1729,
5395,WA,48.39,2709,1,19,2544,
5396,CA,64.39,3290,1,33,3030,
5397,MI,29.71,1165,1,4,1152,
5398,NC,32.64,1783,1,10,1721,
5399,CA,49.37,2252,1,26,2072,
5400,OH,17.55,850,0,6,775,
5401,CA,38.31,1283,1,7,1178,
5402,CA,49.51,2292,1,21,2099,
5403,TX,31.71,1251,1,7,1181,
5404,IL,73.74,2702,1,10,2595,
5405,NM,64.41,3589,1,14,3272,
5406,CA,63.35,2933,1,14,2794,
5407,NJ,85.42,3154,1,17,2926,
5408,VA,41.2,2130,1,12,1910,
5409,TX,24.18,1322,1,5,1202,
5410,WA,49.85,2352,1,9,2196,
5411,CA,77.87,3138,1,23,2941,
5412,AZ,32.66,2301,1,28,2128,
5413,FL,66.2,3173,1,16,3064,
5414,IN,31.21,1429,1,12,1285,
5415,CA,49.33,2645,1,21,2393,
5416,PA,140.88,4275,1,31,4105,
5417,CA,47.57,2203,1,22,2104,
5418,IN,32.62,1427,1,14,1310,
5419,CA,61.57,2907,0,15,2716,
5420,CA,24.19,1235,0,10,1131,
5421,VA,32.62,1316,1,12,1249,
5422,CA,52.74,2808,1,25,2604,
5423,NV,31.53,1463,0,17,1397,
5424,FL,63.91,4134,1,24,3953,
5425,CA,48.48,2211,1,19,2146,
5426,OH,32.23,933,0,2,880,
5427,IL,36.56,1203,1,9,1004,
5428,FL,40.63,1682,1,25,1570,
5429,CA,65.99,3745,1,50,3586,
5430,CA,32.37,2065,1,17,1968,
5431,NM,67.74,4051,1,15,3904,
5432,FL,64.52,2423,1,23,2317,
5433,OH,17.73,988,0,8,903,
5434,CA,32.56,1955,1,9,1849,
5435,OH,18.17,819,0,7,743,
5436,OK,47.3,2047,1,13,1907,
5437,CA,64.0,2702,1,16,2434,
5438,CA,40.19,1188,1,11,1063,
5439,CA,64.26,2443,1,17,2303,
5440,TX,32.32,1444,1,19,1361,
5441,CA,31.75,1179,1,13,1119,
5442,OK,47.46,1903,1,13,1732,
5443,VA,32.24,1082,1,14,966,
5444,PA,39.23,1638,1,17,1462,
5445,IL,64.25,2742,1,15,2615,
5446,IL,31.66,1245,1,8,1177,
5447,NC,15.97,722,1,8,676,
5448,TX,31.4,1136,0,8,1063,
5449,TX,32.18,2535,0,10,2415,
5450,TX,23.24,749,0,2,706,
5451,CA,63.17,2589,0,29,2241,
5452,OK,49.13,2581,1,20,2410,
5453,VA,40.36,2231,1,25,1915,
5454,WA,50.31,1864,0,9,1664,
5455,WA,49.44,1616,1,8,1544,
5456,CA,15.85,798,1,15,762,
5457,CO,58.98,2003,1,14,1840,
5458,FL,42.12,1968,1,28,1850,
5459,KS,49.21,2148,0,15,1965,
5460,FL,16.37,533,0,4,501,
5461,IL,32.57,1311,0,9,1270,
5462,OR,45.83,2042,0,25,1973,
5463,CA,49.06,2394,1,25,2234,
5464,WA,76.03,2739,0,13,2437,
5465,IL,31.66,1444,1,16,1335,
5466,TX,32.48,1045,1,6,1006,
5467,CA,41.13,1572,1,16,1463,
5468,CA,49.72,2575,1,8,2440,
5469,CA,32.87,1617,1,14,1504,
5470,OK,50.25,2014,1,20,1766,
5471,NV,32.41,1565,1,21,1494,
5472,CA,49.19,2308,1,23,2136,
5473,OH,17.9,841,0,6,780,
5474,AZ,23.06,852,1,8,800,
5475,CA,64.09,2844,1,27,2693,
5476,FL,49.54,2311,1,20,2233,
5477,CA,31.1,2267,1,9,2191,
5478,TX,32.1,1069,1,10,997,
5479,CA,32.62,2149,1,16,2004,
5480,CA,32.41,1675,0,17,1602,
5481,PA,72.71,2863,1,39,2247,
5482,TX,23.96,1197,1,14,1073,
5483,CA,54.54,1720,1,18,1575,
5484,CA,49.78,2496,1,24,2349,
5485,CA,31.44,2512,1,20,2432,
5486,CA,64.78,2929,1,45,2676,
5487,CO,67.04,2661,0,11,2493,
5488,OK,46.96,2747,1,15,2355,
5489,CA,66.27,3163,1,36,2902,
5490,OR,32.06,1897,1,17,1849,
5491,CA,32.07,1722,1,10,1599,
5492,TX,36.16,1518,1,9,1152,
5493,WA,49.57,2238,1,6,2119,
5494,FL,49.19,1976,1,15,1866,
5495,CA,37.87,2405,1,33,2177,
5496,AZ,24.1,1103,0,6,1054,
5497,WA,63.02,2367,1,24,2206,
5498,CA,31.96,1655,1,8,1550,
5499,CA,54.38,2689,1,22,2464,
5500,CA,7.22,455,1,5,420,
5501,IL,33.43,1149,1,10,984,
5502,CO,49.87,2011,0,9,1765,
5503,CA,15.87,839,1,9,780,
5504,VA,32.57,1528,1,23,1395,
5505,CA,6.75,206,0,2,195,
5506,TX,31.22,1473,1,14,1375,
5507,CA,34.24,1827,1,19,1567,
5508,WA,48.94,2263,0,5,2104,
5509,IL,31.31,1331,1,8,1218,
5510,NM,16.23,655,1,2,618,
5511,CA,56.46,3297,1,28,2921,
5512,TX,32.53,1629,1,22,1533,
5513,TX,32.18,1587,1,13,1479,
5514,OR,47.21,2281,1,11,2204,
5515,TX,35.04,1568,1,10,1468,
5516,FL,52.34,2799,1,45,2589,
5517,CA,33.42,1426,1,20,1380,
5518,CA,37.73,1992,1,12,1779,
5519,FL,15.38,714,1,4,678,
5520,CA,32.23,941,1,6,846,
5521,FL,40.98,1296,1,6,1205,
5522,CA,6.85,447,0,2,432,
5523,CA,64.11,3315,1,56,2940,
5524,FL,65.97,3250,1,20,3142,
5525,PA,130.1,3922,1,23,3201,
5526,IL,32.78,1211,1,11,1155,
5527,IN,32.22,2228,1,16,2106,
5528,CA,38.76,1244,1,6,1128,
5529,NC,32.23,1405,1,6,1323,
5530,AZ,40.2,1836,1,10,1759,
5531,FL,16.25,612,1,3,581,
5532,CA,63.34,2558,0,15,2379,
5533,CA,49.68,1948,1,21,1719,
5534,KS,50.49,2411,1,18,2283,
5535,TX,31.61,2262,0,13,2154,
5536,CA,32.23,1052,1,5,998,
5537,TX,31.85,1649,1,15,1607,
5538,FL,67.05,2665,1,12,2552,
5539,CA,64.8,2998,1,18,2831,
5540,TX,23.26,728,1,4,661,
5541,OH,17.74,776,1,3,733,
5542,CA,56.24,2707,1,22,2475,
5543,NC,32.61,1276,0,8,1221,
5544,AZ,49.66,1902,1,12,1780,
5545,CA,49.51,1780,1,22,1659,
5546,OK,31.76,901,1,3,803,
5547,CA,47.89,1925,1,23,1732,
5548,OK,50.47,2522,1,18,2256,
5549,NC,49.16,1947,1,16,1821,
5550,IL,32.59,937,0,10,874,
5551,TX,33.42,1359,1,13,1283,
5552,TX,16.34,846,1,12,781,
5553,CA,7.02,228,1,3,207,
5554,CA,64.44,3148,1,22,2837,
5555,CA,37.85,2175,1,19,2112,
5556,CA,32.24,1100,0,6,1043,
5557,CA,64.21,3302,1,17,3151,
5558,CA,68.08,2549,1,27,2271,
5559,VA,32.06,1313,0,7,1173,
5560,CA,48.9,2518,1,9,2352,
5561,OK,48.22,2054,1,11,1914,
5562,CA,49.48,2026,1,16,1925,
5563,TX,32.03,1288,0,8,1186,
5564,NC,48.65,1569,0,6,1488,
5565,CA,40.99,1540,0,13,1401,
5566,OK,25.59,678,0,3,579,
5567,VA,40.9,2302,1,26,2125,
5568,CA,65.81,3834,1,32,3579,
5569,FL,15.47,632,0,6,598,
5570,WA,81.39,3021,1,24,2867,
5571,AZ,24.01,1004,1,14,945,
5572,WA,51.54,1950,1,6,1788,
5573,CA,60.18,3872,1,37,3474,
5574,NC,48.88,3099,1,27,2901,
5575,WA,48.43,1867,1,6,1792,
5576,TX,31.16,1081,1,5,949,
5577,GA,49.22,2385,1,19,2268,
5578,CA,56.0,2109,1,17,1904,
5579,WA,49.16,2204,1,18,2037,
5580,AZ,47.45,2377,1,38,2229,
5581,UT,48.96,2807,1,18,2472,
5582,MI,23.39,1167,1,10,1097,
5583,NJ,64.91,2224,0,10,2133,
5584,OH,32.55,2337,1,38,2213,
5585,CA,23.77,1136,1,9,1027,
5586,CA,66.08,3522,1,23,3396,
5587,IL,15.04,558,0,3,521,
5588,CA,31.56,1682,0,8,1596,
5589,FL,40.91,1426,1,16,1341,
5590,OH,31.94,1442,0,5,1359,
5591,OR,48.91,2018,1,8,1914,
5592,FL,15.38,903,1,10,860,
5593,TX,16.12,1201,0,8,1119,
5594,CA,40.29,1965,1,17,1723,
5595,PA,31.39,1300,0,7,1224,
5596,TX,32.65,2004,1,11,1775,
5597,NM,10.97,644,1,12,603,
5598,AZ,49.03,1975,1,12,1875,
5599,NM,88.99,2718,0,10,2436,
5600,CA,95.43,4122,1,10,3909,
5601,OH,31.06,2425,1,17,2323,
5602,UT,31.49,1155,0,2,1078,
5603,CA,31.26,2057,1,13,1976,
5604,NC,46.73,2289,1,17,1903,
5605,TX,31.77,1548,1,10,1417,
5606,FL,64.36,3811,1,19,3635,
5607,CA,75.27,3870,1,57,3568,
5608,TX,24.41,863,1,6,806,
5609,UT,49.07,2472,1,23,2288,
5610,CA,24.03,950,0,3,898,
5611,TX,16.49,968,1,10,895,
5612,UT,15.98,1174,1,10,1087,
5613,KS,50.92,2282,1,7,2160,
5614,CA,47.91,2035,1,11,1942,
5615,GA,48.75,2464,1,83,2211,
5616,CA,31.99,1700,1,15,1615,
5617,CA,25.09,1121,1,13,1085,
5618,FL,16.19,749,1,10,712,
5619,NM,31.92,1258,0,19,1152,
5620,FL,66.15,3349,1,23,3228,
5621,FL,62.89,3823,1,25,3627,
5622,VA,45.32,2134,1,30,1930,
5623,NC,50.26,2156,1,13,2057,
5624,TX,18.94,1047,1,11,1021,
5625,TX,41.43,2255,1,18,2169,
5626,CA,38.81,2286,1,26,2151,
5627,WA,49.48,2060,1,19,1740,
5628,NV,32.8,1512,1,20,1451,
5629,OK,40.25,1978,0,9,1838,
5630,CA,50.88,2587,1,16,2427,
5631,WA,49.65,1617,1,4,1481,
5632,TX,22.83,667,1,6,618,
5633,CA,53.24,2714,1,23,2544,
5634,NC,48.4,2665,1,19,2542,
5635,IL,31.59,2058,0,10,1707,
5636,IN,32.29,1301,1,11,1250,
5637,KS,49.45,2342,0,15,2156,
5638,PA,31.09,1331,1,4,1214,
5639,VA,41.5,1684,1,11,1496,
5640,IL,31.79,1029,1,7,956,
5641,VA,32.12,1305,1,13,1243,
5642,CA,61.7,1781,0,9,1668,
5643,CA,62.8,2661,1,28,2391,
5644,CA,25.71,1825,1,11,1707,
5645,OR,32.12,1848,1,15,1788,
5646,CA,32.39,1948,1,9,1857,
5647,CA,66.2,2837,1,43,2629,
5648,TX,24.27,1488,1,9,1376,
5649,FL,71.08,2868,1,11,2686,
5650,TX,16.08,714,1,5,678,
5651,FL,64.67,3583,1,18,3406,
5652,TX,48.61,2886,1,16,2737,
5653,CA,6.19,194,1,3,193,
5654,IL,32.41,1393,1,9,1298,
5655,VA,31.3,1594,1,20,1514,
5656,CA,32.11,2420,1,20,2310,
5657,OR,48.0,1645,1,5,1467,
5658,PA,45.22,2284,1,24,2133,
5659,FL,40.64,1549,1,11,1482,
5660,UT,49.77,2660,1,20,2458,
5661,FL,54.02,2771,1,46,2555,
5662,OK,49.18,1892,1,6,1759,
5663,CA,63.58,2920,1,19,2699,
5664,TX,32.46,1522,0,5,1432,
5665,CA,30.2,1299,1,8,1218,
5666,OH,31.54,1127,0,12,1059,
5667,WA,40.01,1272,1,10,1178,
5668,CA,13.39,859,1,7,848,
5669,OK,48.17,1916,1,12,1695,
5670,CA,31.9,2185,1,16,2094,
5671,TX,32.15,1607,1,19,1459,
5672,CA,99.03,4457,1,21,4263,
5673,CA,16.07,564,0,9,537,
5674,OH,31.0,1946,1,32,1745,
5675,CA,64.91,3303,1,17,3137,
5676,CA,31.38,1431,0,9,1349,
5677,FL,65.53,3855,1,20,3676,
5678,CA,7.03,272,1,2,254,
5679,WA,55.49,2231,1,9,2069,
5680,CA,59.14,4038,1,34,3548,
5681,CA,38.26,2167,1,12,1895,
5682,NC,16.01,709,1,6,633,
5683,CA,49.45,2557,1,33,2402,
5684,TX,24.09,853,0,6,801,
5685,CA,49.28,1341,1,8,1204,
5686,VA,33.13,1179,1,19,1101,
5687,VA,41.16,2251,1,32,2113,
5688,CO,49.0,1900,1,10,1730,
5689,CA,6.87,245,0,2,240,
5690,TX,16.06,861,1,19,812,
5691,OH,32.28,2008,1,13,1925,
5692,CA,64.82,2948,1,17,2630,
5693,CA,65.79,3162,1,18,3005,
5694,CA,46.38,2411,0,19,2261,
5695,UT,40.61,1228,1,7,1126,
5696,FL,40.2,1370,1,9,1286,
5697,CA,76.8,4270,1,59,4045,
5698,NM,32.54,1851,0,25,1718,
5699,CA,6.91,166,0,5,156,
5700,FL,62.79,2531,1,18,2386,
5701,NC,49.04,2125,1,19,1914,
5702,CO,22.53,739,0,4,685,
5703,PA,40.13,1584,1,12,1490,
5704,TX,32.01,1387,1,6,1276,
5705,OR,48.62,1935,1,18,1725,
5706,CA,49.3,2168,1,24,2033,
5707,CA,48.64,2418,1,21,2271,
5708,UT,49.79,3650,1,24,3436,
5709,NJ,61.74,2008,1,8,1886,
5710,IL,32.37,1480,1,14,1379,
5711,NC,37.54,1327,1,6,1312,
5712,TX,32.26,1620,1,14,1483,
5713,CA,48.56,2045,1,31,1880,
5714,NV,46.3,2299,1,28,2189,
5715,NV,31.49,1543,1,25,1447,
5716,CA,63.36,4159,1,20,3969,
5717,PA,108.19,4739,1,24,4337,
5718,PA,32.79,1386,1,11,1322,
5719,TX,25.16,766,1,5,731,
5720,WA,66.41,2282,1,12,2008,
5721,PA,30.28,1851,1,15,1770,
5722,CA,64.74,2350,1,19,2069,
5723,TX,24.38,1295,0,2,1231,
5724,NM,32.58,1858,0,14,1791,
5725,WA,51.36,2178,1,12,1959,
5726,AZ,34.95,1475,1,19,1327,
5727,CA,0.0,0,0,0,0,
5728,CA,33.76,1295,1,12,1116,
5729,CA,66.12,2599,1,36,2413,
5730,CA,6.74,200,0,2,189,
5731,WA,49.25,2096,1,12,1996,
5732,CA,67.29,3144,1,47,2954,
5733,PA,32.46,1407,1,16,1343,
5734,NJ,67.4,3408,1,28,3149,
5735,OK,31.84,709,0,0,636,
5736,CA,43.21,1456,1,14,1348,
5737,PA,47.9,2157,1,20,2059,
5738,CO,49.27,2215,1,9,2037,
5739,UT,31.41,1182,1,7,1093,
5740,CA,64.68,2447,1,12,2247,
5741,CA,25.0,1314,0,7,1283,
5742,FL,47.89,2273,1,19,2181,
5743,AZ,54.31,2538,1,30,2349,
5744,CA,64.91,3337,1,31,3187,
5745,IL,32.34,1355,1,11,1300,
5746,TX,24.43,1052,1,10,978,
5747,CA,26.19,1089,1,10,1013,
5748,CA,59.2,2742,1,19,2585,
5749,CA,32.33,1583,1,19,1470,
5750,TX,32.86,1119,1,5,1063,
5751,UT,43.35,1719,1,11,1628,
5752,CA,66.36,3325,1,24,3216,
5753,NV,31.82,2236,1,26,2135,
5754,CA,49.56,2569,1,35,2369,
5755,CA,48.15,1848,1,12,1733,
5756,CA,35.8,2505,0,13,2349,
5757,CA,50.12,2406,1,19,2292,
5758,FL,39.53,1491,1,23,1290,
5759,NC,49.64,2504,1,13,2225,
5760,OH,33.38,1505,1,11,1447,
5761,CA,7.15,292,1,3,271,
5762,OH,31.72,1761,1,16,1683,
5763,WA,80.48,3203,1,21,3018,
5764,VA,32.75,1381,0,9,1219,
5765,OK,49.3,2363,1,12,2160,
5766,OK,50.49,2551,1,16,2313,
5767,FL,37.2,2815,1,36,2651,
5768,CA,48.29,2127,1,23,1980,
5769,CA,41.7,2086,1,26,1879,
5770,CA,32.39,1112,1,15,1061,
5771,CO,49.68,1520,0,8,1339,
5772,VA,32.02,1174,0,5,1044,
5773,CA,31.78,1043,1,9,900,
5774,KS,48.62,2051,0,6,1837,
5775,OK,51.25,3039,1,19,2588,
5776,PA,40.96,1667,1,14,1511,
5777,FL,64.03,3076,1,14,2904,
5778,CA,49.0,2144,1,24,1985,
5779,CA,64.63,2025,0,13,1862,
5780,OR,49.53,2247,1,13,2147,
5781,TX,30.69,1060,1,7,994,
5782,CA,65.55,2932,1,17,2784,
5783,PA,95.99,3913,1,35,3568,
5784,WA,48.68,1777,0,11,1662,
5785,WA,49.23,2443,1,15,2294,
5786,CA,67.23,1944,1,28,1776,
5787,CA,49.92,1615,1,6,1436,
5788,VA,32.15,1503,1,17,1425,
5789,OK,49.33,2646,1,20,2367,
5790,OK,55.29,2283,0,9,2113,
5791,PA,41.64,1866,1,20,1745,
5792,VA,33.02,1241,1,10,1144,
5793,NV,32.84,1411,1,6,1318,
5794,VA,31.61,923,1,3,730,
5795,VA,32.33,1337,1,13,1242,
5796,FL,40.51,1803,1,11,1717,
5797,WA,63.73,2324,0,16,2185,
5798,NM,31.86,1027,1,12,919,
5799,IN,31.52,1228,1,12,1154,
5800,TX,32.14,1496,0,5,1393,
5801,IL,31.99,1559,1,23,1497,
5802,FL,64.55,4026,1,19,3870,
5803,VA,32.14,1195,1,11,1095,
5804,CA,64.17,2588,1,16,2471,
5805,KS,48.29,3224,1,17,3069,
5806,PA,93.95,3262,1,30,2888,
5807,KS,30.58,1296,0,6,1217,
5808,TX,23.7,1316,1,14,1221,
5809,OK,48.53,2495,1,16,2184,
5810,FL,49.0,2168,1,25,1993,
5811,CA,6.96,261,0,0,252,
5812,CA,24.26,912,0,6,856,
5813,CA,41.17,1949,0,13,1847,
5814,TX,31.71,1623,1,12,1532,
5815,AZ,33.22,1442,1,31,1243,
5816,WA,41.38,1673,1,19,1548,
5817,CA,7.37,307,1,5,285,
5818,FL,16.51,727,0,7,698,
5819,CA,49.21,2538,1,18,2459,
5820,AZ,49.04,2115,1,30,2004,
5821,OH,20.32,905,1,5,773,
5822,CO,0.0,0,0,0,0,
5823,VA,50.97,2649,1,19,2457,
5824,NJ,64.74,2057,1,22,1890,
5825,WA,49.96,2531,1,20,2299,
5826,CA,65.32,2954,1,20,2765,
5827,AZ,48.49,2295,1,27,2163,
5828,IN,32.32,1612,1,19,1528,
5829,CA,7.09,193,1,4,182,
5830,TX,64.7,3741,1,18,3356,
5831,FL,16.23,790,0,8,768,
5832,WA,52.45,2675,1,16,2351,
5833,CA,49.29,3266,1,45,2961,
5834,NC,15.34,771,1,5,692,
5835,CA,49.72,1757,1,12,1516,
5836,CA,54.13,3430,1,40,3217,
5837,TX,24.45,965,1,6,898,
5838,CA,49.67,2359,1,23,2286,
5839,AZ,41.49,2342,1,6,2230,
5840,TX,16.08,1194,1,13,1104,
5841,TX,15.83,1034,1,33,922,
5842,TX,32.59,1567,1,19,1501,
5843,TX,23.88,960,0,3,902,
5844,CA,7.01,203,0,3,191,
5845,CA,61.87,2191,1,10,2105,
