,state,brand,spend,Impressions,leads,link_clicks,reach,agency,Agency Tiers
8493,CA,B2,6.5,429,0,2,422,Agency 3,4
8494,CA,B2,33.13,1822,1,25,1735,Agency 3,4
8495,CA,B2,16.56,523,0,9,505,Agency 3,4
8496,CA,B2,7.55,267,0,3,261,Agency 3,4
8497,CA,B2,22.84,783,0,4,772,Agency 3,4
8498,CA,B2,2.01,234,0,0,229,Agency 3,4
8499,CA,B2,10.35,458,1,5,443,Agency 3,4
8500,CA,B2,35.89,2276,1,25,2160,Agency 3,4
8501,CA,B2,1.99,229,0,0,223,Agency 3,4
8502,CA,B2,35.16,2303,0,10,2184,Agency 3,4
8503,CA,B2,37.16,2675,1,17,2522,Agency 3,4
8504,CA,B2,31.28,1015,1,9,976,Agency 3,4
8505,CA,B2,20.75,834,1,8,785,Agency 3,4
8506,CA,B2,0.0,0,0,0,0,Agency 3,4
8507,CA,B2,9.7,419,0,5,405,Agency 3,4
8508,CA,B2,37.32,2013,1,18,1886,Agency 3,4
8509,CA,B2,1.97,292,0,0,280,Agency 3,4
8510,CA,B2,1.96,729,0,2,713,Agency 3,4
8511,CA,B2,28.62,1184,1,17,1055,Agency 3,4
8512,CA,B2,6.24,258,0,1,249,Agency 3,4
8513,CA,B2,40.24,1945,1,13,1839,Agency 3,4
8514,CA,B2,24.77,751,0,1,697,Agency 3,4
8515,CA,B2,38.56,2203,1,16,2147,Agency 3,4
8516,CA,B2,12.74,1037,1,13,1014,Agency 3,4
8517,CA,B2,1.99,244,0,1,240,Agency 3,4
8518,CA,B2,1.98,480,0,1,437,Agency 3,4
8519,CA,B2,2.01,246,0,0,231,Agency 3,4
8520,CA,B2,3.98,133,0,0,132,Agency 3,4
8521,CA,B2,2.03,485,0,1,480,Agency 3,4
8522,CA,B2,8.35,553,0,3,549,Agency 3,4
8523,CA,B2,2.0,431,0,0,397,Agency 3,4
8524,CA,B2,15.68,971,1,9,915,Agency 3,4
8525,CA,B2,10.17,622,1,2,610,Agency 3,4
8526,CA,B2,18.97,545,1,15,527,Agency 3,4
8527,CA,B2,22.92,1079,1,14,1041,Agency 3,4
8528,CA,B2,33.16,1146,1,7,1063,Agency 3,4
8529,CA,B2,2.0,368,0,1,349,Agency 3,4
8530,CA,B2,31.15,1453,1,19,1398,Agency 3,4
8531,CA,B2,32.96,1715,1,7,1648,Agency 3,4
8532,CA,B2,24.4,1134,1,12,1061,Agency 3,4
8533,CA,B2,15.49,627,1,6,609,Agency 3,4
8534,CA,B2,11.36,572,0,2,553,Agency 3,4
8535,CA,B2,9.91,386,1,9,359,Agency 3,4
8536,CA,B2,0.0,0,0,0,0,Agency 3,4
8537,CA,B2,2.01,305,0,0,296,Agency 3,4
8538,CA,B2,23.54,1449,0,11,1434,Agency 3,4
8539,CA,B2,1.96,167,0,1,162,Agency 3,4
8540,CA,B2,9.11,678,0,2,665,Agency 3,4
8541,CA,B2,30.79,1187,1,7,1094,Agency 3,4
8542,CA,B2,34.78,2112,1,67,1933,Agency 3,4
8543,CA,B2,7.17,516,0,3,467,Agency 3,4
8544,CA,B2,1.96,361,0,0,342,Agency 3,4
8545,CA,B2,2.01,204,0,0,197,Agency 3,4
8546,CA,B2,26.54,2108,1,10,2065,Agency 3,4
8547,CA,B2,13.9,647,0,3,635,Agency 3,4
8548,CA,B2,40.55,2335,1,20,2277,Agency 3,4
8549,CA,B2,23.83,1093,1,4,1071,Agency 3,4
8550,CA,B2,7.3,330,1,2,315,Agency 3,4
8551,CA,B2,13.88,664,0,0,648,Agency 3,4
8552,CA,B2,1.66,80,0,0,78,Agency 3,4
8553,CA,B2,16.15,1221,1,7,1193,Agency 3,4
8554,CA,B2,2.06,394,0,0,382,Agency 3,4
8555,CA,B2,10.57,560,0,0,547,Agency 3,4
8556,CA,B2,13.12,686,1,6,638,Agency 3,4
8557,CA,B2,16.43,711,1,8,671,Agency 3,4
8558,CA,B2,6.85,328,1,3,322,Agency 3,4
8559,CA,B2,37.86,2138,1,10,2033,Agency 3,4
8560,CA,B2,23.82,916,1,6,900,Agency 3,4
8561,CA,B2,9.82,308,0,1,300,Agency 3,4
8562,CA,B2,22.01,1218,1,6,1137,Agency 3,4
8563,CA,B2,0.0,0,0,0,0,Agency 3,4
8564,CA,B2,29.0,585,0,8,545,Agency 3,4
8565,CA,B2,22.95,1007,0,12,974,Agency 3,4
8566,CA,B2,10.12,403,0,1,394,Agency 3,4
8567,CA,B2,24.66,1196,1,17,1159,Agency 3,4
8568,CA,B2,11.39,534,1,1,504,Agency 3,4
8569,CA,B2,2.02,520,0,0,493,Agency 3,4
8570,CA,B2,33.54,2373,1,22,2259,Agency 3,4
8571,CA,B2,24.65,1063,1,14,1030,Agency 3,4
8572,CA,B2,24.04,1127,1,5,1093,Agency 3,4
8573,CA,B2,8.71,357,0,1,347,Agency 3,4
8574,CA,B2,6.1,259,0,0,258,Agency 3,4
8575,CA,B2,2.05,463,0,0,453,Agency 3,4
8576,CA,B2,12.74,539,1,7,521,Agency 3,4
8577,CA,B2,35.59,2960,1,21,2898,Agency 3,4
8578,CA,B2,2.04,165,0,0,159,Agency 3,4
8579,CA,B2,0.0,0,0,0,0,Agency 3,4
8580,CA,B2,1.94,278,0,0,269,Agency 3,4
8581,CA,B2,11.86,301,0,1,293,Agency 3,4
8582,CA,B2,27.72,1170,1,10,1131,Agency 3,4
8583,CA,B2,2.11,685,0,0,632,Agency 3,4
8584,CA,B2,11.53,629,0,4,618,Agency 3,4
8585,CA,B2,34.63,2209,1,16,2137,Agency 3,4
8586,CA,B2,5.96,188,0,1,181,Agency 3,4
8587,CA,B2,12.14,260,0,2,243,Agency 3,4
8588,CA,B2,1.98,364,0,1,357,Agency 3,4
8589,CA,B2,7.33,278,0,1,275,Agency 3,4
8590,CA,B2,21.69,693,0,3,637,Agency 3,4
8591,CA,B2,2.02,229,0,0,228,Agency 3,4
8592,CA,B2,36.53,2430,1,13,2345,Agency 3,4
8593,CA,B2,15.95,1012,0,8,989,Agency 3,4
8594,CA,B2,9.76,389,1,6,372,Agency 3,4
8595,CA,B2,1.96,461,0,0,456,Agency 3,4
8596,CA,B2,40.0,1448,1,14,1425,Agency 3,4
8597,CA,B2,8.56,261,0,1,253,Agency 3,4
8598,CA,B2,15.35,1054,0,6,1016,Agency 3,4
8599,CA,B2,22.59,1185,0,5,1157,Agency 3,4
8600,CA,B2,32.22,1827,1,13,1796,Agency 3,4
8601,CA,B2,1.97,158,0,0,151,Agency 3,4
8602,CA,B2,16.14,1269,1,43,1205,Agency 3,4
8603,CA,B2,2.51,86,0,0,86,Agency 3,4
8604,CA,B2,15.27,1212,1,10,1187,Agency 3,4
8605,CA,B2,12.64,441,0,8,431,Agency 3,4
8606,CA,B2,35.76,1860,1,24,1760,Agency 3,4
8607,CA,B2,9.38,626,1,7,618,Agency 3,4
8608,CA,B2,29.63,1145,0,4,1118,Agency 3,4
8609,CA,B2,11.63,571,0,4,554,Agency 3,4
8610,CA,B2,16.15,1069,1,7,990,Agency 3,4
8611,CA,B2,1.99,516,0,0,511,Agency 3,4
8612,CA,B2,2.05,868,0,2,836,Agency 3,4
8613,CA,B2,24.23,1463,1,7,1435,Agency 3,4
8614,CA,B2,2.05,399,0,0,393,Agency 3,4
8615,CA,B2,3.07,635,0,0,616,Agency 3,4
8616,CA,B2,11.71,747,1,4,734,Agency 3,4
8617,CA,B2,40.2,2101,1,18,1944,Agency 3,4
8618,CA,B2,16.3,1109,1,13,1028,Agency 3,4
8619,CA,B2,11.7,689,0,8,643,Agency 3,4
8620,CA,B2,23.26,1235,0,9,1200,Agency 3,4
8621,CA,B2,7.41,427,1,3,405,Agency 3,4
8622,CA,B2,11.81,545,0,4,541,Agency 3,4
8623,CA,B2,15.42,597,0,8,573,Agency 3,4
8624,CA,B2,29.69,1271,1,11,1245,Agency 3,4
8625,CA,B2,40.83,2458,1,17,2367,Agency 3,4
8626,CA,B2,11.43,320,0,4,311,Agency 3,4
8627,CA,B2,34.28,1457,1,11,1419,Agency 3,4
8628,CA,B2,31.47,975,0,5,913,Agency 3,4
8629,CA,B2,24.66,930,0,5,880,Agency 3,4
8630,CA,B2,1.99,167,0,1,157,Agency 3,4
8631,CA,B2,7.89,571,0,2,563,Agency 3,4
8632,CA,B2,0.0,0,0,0,0,Agency 3,4
8633,CA,B2,9.79,384,1,4,365,Agency 3,4
8634,CA,B2,33.96,2792,1,15,2736,Agency 3,4
8635,CA,B2,20.86,855,1,3,827,Agency 3,4
8636,CA,B2,1.96,230,0,2,227,Agency 3,4
8637,CA,B2,34.91,2534,1,18,2406,Agency 3,4
8638,CA,B2,12.55,379,0,9,371,Agency 3,4
8639,CA,B2,3.11,1096,0,4,1049,Agency 3,4
8640,CA,B2,32.67,1299,1,16,1241,Agency 3,4
8641,CA,B2,33.12,1165,1,9,1151,Agency 3,4
8642,CA,B2,36.91,2265,1,17,2205,Agency 3,4
8643,CA,B2,6.64,278,1,4,270,Agency 3,4
8644,CA,B2,37.42,2466,1,12,2343,Agency 3,4
8645,CA,B2,1.98,821,0,1,803,Agency 3,4
8646,CA,B2,1.99,133,0,0,128,Agency 3,4
8647,CA,B2,5.96,210,0,3,203,Agency 3,4
8648,CA,B2,2.04,182,0,2,178,Agency 3,4
8649,CA,B2,3.06,919,0,0,873,Agency 3,4
8650,CA,B2,2.01,346,0,1,333,Agency 3,4
8651,CA,B2,3.09,198,1,2,193,Agency 3,4
8652,CA,B2,25.2,963,1,18,936,Agency 3,4
8653,CA,B2,24.29,654,1,2,635,Agency 3,4
8654,CA,B2,29.41,1357,1,7,1322,Agency 3,4
8655,CA,B2,11.87,501,1,5,464,Agency 3,4
8656,CA,B2,1.97,253,0,0,240,Agency 3,4
8657,CA,B2,12.28,474,0,3,444,Agency 3,4
8658,CA,B2,33.97,1267,0,9,1231,Agency 3,4
8659,CA,B2,15.01,646,0,6,626,Agency 3,4
8660,CA,B2,32.92,1167,1,10,1119,Agency 3,4
8661,CA,B2,10.11,222,0,6,217,Agency 3,4
8662,CA,B2,23.38,1389,0,5,1354,Agency 3,4
8663,CA,B2,22.09,627,1,10,596,Agency 3,4
8664,CA,B2,11.68,402,1,1,390,Agency 3,4
8665,CA,B2,14.92,587,0,4,558,Agency 3,4
8666,CA,B2,15.19,623,0,2,596,Agency 3,4
8667,CA,B2,20.31,832,1,8,796,Agency 3,4
8668,CA,B2,29.18,1143,1,12,1015,Agency 3,4
8669,CA,B2,32.07,900,1,4,854,Agency 3,4
8670,CA,B2,36.24,1593,0,10,1458,Agency 3,4
8671,CA,B2,25.79,743,0,3,689,Agency 3,4
8672,CA,B2,1.99,221,0,0,211,Agency 3,4
8673,CA,B2,26.95,657,1,13,627,Agency 3,4
8674,CA,B2,2.01,362,0,0,358,Agency 3,4
8675,CA,B2,2.01,333,0,0,322,Agency 3,4
8676,CA,B2,1.99,265,0,0,255,Agency 3,4
8677,CA,B2,29.67,1161,0,6,1144,Agency 3,4
8678,CA,B2,20.72,1354,0,5,1311,Agency 3,4
8679,CA,B2,22.45,918,0,4,874,Agency 3,4
8680,CA,B2,23.27,1166,1,4,1126,Agency 3,4
8681,CA,B2,11.02,260,0,2,249,Agency 3,4
8682,CA,B2,2.0,442,0,0,428,Agency 3,4
8683,CA,B2,2.01,249,0,1,242,Agency 3,4
8684,CA,B2,2.09,739,0,1,717,Agency 3,4
8685,CA,B2,33.0,1609,1,5,1565,Agency 3,4
8686,CA,B2,32.9,1320,1,6,1284,Agency 3,4
8687,CA,B2,8.71,738,0,5,713,Agency 3,4
8688,CA,B2,23.23,948,1,5,889,Agency 3,4
8689,CA,B2,24.07,1887,1,9,1819,Agency 3,4
8690,CA,B2,2.99,184,1,2,182,Agency 3,4
8691,CA,B2,22.47,884,1,2,831,Agency 3,4
8692,CA,B2,7.4,383,1,4,371,Agency 3,4
8693,CA,B2,12.28,422,0,9,388,Agency 3,4
8694,CA,B2,12.44,357,0,3,349,Agency 3,4
8695,CA,B2,2.03,481,0,0,467,Agency 3,4
8696,CA,B2,45.99,2062,1,9,1898,Agency 3,4
8697,CA,B2,16.52,1039,0,8,999,Agency 3,4
8698,CA,B2,24.64,1117,1,12,1089,Agency 3,4
8699,CA,B2,22.07,996,1,6,967,Agency 3,4
8700,CA,B2,1.99,249,0,0,242,Agency 3,4
8701,CA,B2,22.96,684,0,3,665,Agency 3,4
8702,CA,B2,2.05,209,0,0,199,Agency 3,4
8703,CA,B2,23.64,766,1,5,740,Agency 3,4
8704,CA,B2,18.41,611,0,4,593,Agency 3,4
8705,CA,B2,1.99,346,0,0,333,Agency 3,4
8706,CA,B2,2.04,281,0,0,275,Agency 3,4
8707,CA,B2,16.87,641,0,4,620,Agency 3,4
8708,CA,B2,39.46,2220,1,13,2079,Agency 3,4
8709,CA,B2,2.02,361,0,0,356,Agency 3,4
8710,CA,B2,2.03,163,0,0,160,Agency 3,4
8711,CA,B2,1.92,307,0,0,297,Agency 3,4
8712,CA,B2,7.54,376,0,6,359,Agency 3,4
8713,CA,B2,3.11,167,0,3,160,Agency 3,4
8714,CA,B2,18.54,816,1,5,782,Agency 3,4
8715,CA,B2,2.0,194,0,1,191,Agency 3,4
8716,CA,B2,29.69,1617,1,5,1556,Agency 3,4
8717,CA,B2,2.01,505,0,0,493,Agency 3,4
8718,CA,B2,30.01,1076,0,3,987,Agency 3,4
8719,CA,B2,40.66,3198,1,22,3092,Agency 3,4
8720,CA,B2,26.38,908,0,9,893,Agency 3,4
8721,CA,B2,21.71,720,1,11,652,Agency 3,4
8722,CA,B2,8.74,373,0,3,343,Agency 3,4
8723,CA,B2,7.14,393,0,4,384,Agency 3,4
8724,CA,B2,4.41,206,0,1,203,Agency 3,4
8725,CA,B2,7.44,321,1,4,309,Agency 3,4
8726,CA,B2,1.98,616,0,0,596,Agency 3,4
8727,CA,B2,1.98,299,0,0,284,Agency 3,4
8728,CA,B2,2.11,562,0,0,515,Agency 3,4
8729,CA,B2,2.05,419,0,0,414,Agency 3,4
8730,CA,B2,12.59,433,1,3,423,Agency 3,4
8731,CA,B2,23.86,857,1,10,796,Agency 3,4
8732,CA,B2,0.0,0,0,0,0,Agency 3,4
8733,CA,B2,11.56,1067,0,3,1041,Agency 3,4
8734,CA,B2,18.37,1491,1,11,1432,Agency 3,4
8735,CA,B2,33.77,1824,0,9,1746,Agency 3,4
8736,CA,B2,9.91,559,1,5,552,Agency 3,4
8737,CA,B2,22.93,838,1,11,811,Agency 3,4
8738,CA,B2,11.52,556,0,2,535,Agency 3,4
8739,CA,B2,1.02,27,0,0,24,Agency 3,4
8740,CA,B2,12.95,519,0,3,508,Agency 3,4
8741,CA,B2,13.56,491,0,4,469,Agency 3,4
8742,CA,B2,12.14,1029,0,4,990,Agency 3,4
8743,CA,B2,15.36,781,0,9,751,Agency 3,4
8744,CA,B2,33.77,1384,0,14,1337,Agency 3,4
8745,CA,B2,23.01,1068,1,4,1001,Agency 3,4
8746,CA,B2,13.66,519,1,16,511,Agency 3,4
8747,CA,B2,1.98,437,0,1,405,Agency 3,4
8748,CA,B2,2.01,1013,0,2,989,Agency 3,4
8749,CA,B2,32.87,1085,0,6,1035,Agency 3,4
8750,CA,B2,21.65,919,1,9,899,Agency 3,4
8751,CA,B2,2.0,255,0,1,248,Agency 3,4
8752,CA,B2,15.93,905,0,6,888,Agency 3,4
8753,CA,B2,1.97,302,0,1,294,Agency 3,4
8754,CA,B2,15.83,691,0,3,669,Agency 3,4
8755,CA,B2,1.98,475,0,0,464,Agency 3,4
8756,CA,B2,28.26,1648,1,42,1602,Agency 3,4
8757,CA,B2,2.05,159,0,0,157,Agency 3,4
8758,CA,B2,27.28,1335,1,8,1318,Agency 3,4
8759,CA,B2,11.53,504,1,6,486,Agency 3,4
8760,CA,B2,30.98,1543,1,13,1464,Agency 3,4
8761,CA,B2,5.72,117,0,4,115,Agency 3,4
8762,CA,B2,1.99,287,0,0,273,Agency 3,4
8763,CA,B2,25.37,1869,1,8,1829,Agency 3,4
8764,CA,B2,29.98,1289,0,1,1247,Agency 3,4
8765,CA,B2,32.4,1663,1,17,1542,Agency 3,4
8766,CA,B2,19.85,740,0,3,689,Agency 3,4
8767,CA,B2,15.18,569,1,2,542,Agency 3,4
8768,CA,B2,12.44,745,0,1,728,Agency 3,4
8769,CA,B2,2.03,196,0,0,193,Agency 3,4
8770,CA,B2,35.22,1184,0,8,1149,Agency 3,4
8771,CA,B2,6.13,248,1,3,241,Agency 3,4
8772,CA,B2,34.54,1788,1,9,1723,Agency 3,4
8773,CA,B2,29.57,1160,1,5,1130,Agency 3,4
8774,CA,B2,31.84,1443,1,6,1400,Agency 3,4
8775,CA,B2,2.05,374,0,0,358,Agency 3,4
8776,CA,B2,35.74,1244,1,9,1210,Agency 3,4
8777,CA,B2,15.01,717,0,6,704,Agency 3,4
8778,CA,B2,38.6,1987,1,28,1933,Agency 3,4
8779,CA,B2,2.13,253,0,1,251,Agency 3,4
8780,CA,B2,37.63,3880,1,21,3721,Agency 3,4
8781,CA,B2,3.28,154,1,2,151,Agency 3,4
8782,CA,B2,37.7,2902,1,18,2842,Agency 3,4
8783,CA,B2,29.64,2254,1,12,2120,Agency 3,4
8784,CA,B2,24.0,1038,0,6,1006,Agency 3,4
8785,CA,B2,22.84,506,0,3,475,Agency 3,4
8786,CA,B2,9.16,229,0,0,220,Agency 3,4
8787,CA,B2,1.95,213,0,0,207,Agency 3,4
8788,CA,B2,15.49,673,1,10,662,Agency 3,4
8789,CA,B2,2.72,114,0,0,110,Agency 3,4
8790,CA,B2,26.36,1676,1,20,1650,Agency 3,4
8791,CA,B2,37.64,2099,1,20,1967,Agency 3,4
8792,CA,B2,2.04,465,0,1,455,Agency 3,4
8793,CA,B2,12.33,925,1,6,906,Agency 3,4
8794,CA,B2,1.99,342,0,1,312,Agency 3,4
8795,CA,B2,2.0,268,0,2,263,Agency 3,4
8796,CA,B2,1.99,374,0,0,365,Agency 3,4
8797,CA,B2,16.25,467,1,10,426,Agency 3,4
8798,CA,B2,2.56,100,0,0,98,Agency 3,4
8799,CA,B2,0.0,0,0,0,0,Agency 3,4
8800,CA,B2,1.99,300,0,1,289,Agency 3,4
8801,CA,B2,1.98,555,0,0,544,Agency 3,4
8802,CA,B2,33.62,2074,1,11,2043,Agency 3,4
8803,CA,B2,11.46,480,1,1,473,Agency 3,4
8804,CA,B2,12.22,801,1,7,793,Agency 3,4
8805,CA,B2,1.98,250,0,0,234,Agency 3,4
8806,CA,B2,7.87,288,0,5,269,Agency 3,4
8807,CA,B2,15.91,571,0,3,542,Agency 3,4
8808,CA,B2,34.22,1904,1,16,1818,Agency 3,4
8809,CA,B2,21.79,1096,0,12,1070,Agency 3,4
8810,CA,B2,17.88,1045,0,3,1028,Agency 3,4
8811,CA,B2,10.35,272,0,3,264,Agency 3,4
8812,CA,B2,1.99,296,0,0,288,Agency 3,4
8813,CA,B2,10.44,509,0,1,502,Agency 3,4
8814,CA,B2,11.58,330,0,2,318,Agency 3,4
8815,CA,B2,34.1,2074,1,22,1968,Agency 3,4
8816,CA,B2,25.03,977,1,9,942,Agency 3,4
8817,CA,B2,1.99,417,0,0,406,Agency 3,4
8818,CA,B2,1.98,739,0,4,712,Agency 3,4
8819,CA,B2,37.38,2164,1,29,2059,Agency 3,4
8820,CA,B2,0.0,0,0,0,0,Agency 3,4
8821,CA,B2,11.66,357,0,6,353,Agency 3,4
8822,CA,B2,2.04,363,0,0,351,Agency 3,4
8823,CA,B2,29.96,1935,0,7,1845,Agency 3,4
8824,CA,B2,22.68,996,1,3,965,Agency 3,4
8825,CA,B2,23.18,1029,0,6,978,Agency 3,4
8826,CA,B2,31.22,1418,1,17,1375,Agency 3,4
8827,CA,B2,18.9,819,1,8,795,Agency 3,4
8828,CA,B2,26.36,969,1,14,935,Agency 3,4
8829,CA,B2,16.08,688,0,12,636,Agency 3,4
8830,CA,B2,12.24,297,1,4,284,Agency 3,4
8831,CA,B2,14.69,399,1,2,377,Agency 3,4
8832,CA,B2,20.75,633,1,10,603,Agency 3,4
8833,CA,B2,12.09,864,1,3,845,Agency 3,4
8834,CA,B2,1.99,203,0,0,199,Agency 3,4
8835,CA,B2,4.89,281,0,2,279,Agency 3,4
8836,CA,B2,34.21,1360,1,15,1322,Agency 3,4
8837,CA,B2,2.0,725,0,2,698,Agency 3,4
8838,CA,B2,19.7,841,1,4,747,Agency 3,4
8839,CA,B2,8.18,512,1,3,494,Agency 3,4
8840,CA,B2,2.11,249,0,0,242,Agency 3,4
8841,CA,B2,13.52,841,1,7,822,Agency 3,4
8842,CA,B2,2.96,620,0,2,573,Agency 3,4
8843,CA,B2,10.99,451,0,3,440,Agency 3,4
8844,CA,B2,1.93,268,0,1,265,Agency 3,4
8845,CA,B2,3.28,183,0,0,181,Agency 3,4
8846,CA,B2,31.66,1336,0,3,1296,Agency 3,4
8847,CA,B2,2.06,158,0,0,151,Agency 3,4
8848,CA,B2,0.0,0,0,0,0,Agency 3,4
8849,CA,B2,10.41,546,0,1,534,Agency 3,4
8850,CA,B2,0.0,0,0,0,0,Agency 3,4
8851,CA,B2,9.67,322,1,2,311,Agency 3,4
8852,CA,B2,23.7,1118,1,13,1054,Agency 3,4
8853,CA,B2,0.0,0,0,0,0,Agency 3,4
8854,CA,B2,2.06,451,0,1,419,Agency 3,4
8855,CA,B2,40.91,3363,1,28,3233,Agency 3,4
8856,CA,B2,34.9,1664,1,11,1630,Agency 3,4
8857,CA,B2,1.97,682,0,0,672,Agency 3,4
8858,CA,B2,9.7,878,0,2,867,Agency 3,4
8859,CA,B2,27.92,1214,1,10,1190,Agency 3,4
8860,CA,B2,8.88,204,0,2,198,Agency 3,4
8861,CA,B2,33.25,1277,1,10,1244,Agency 3,4
8862,CA,B2,2.99,721,0,3,677,Agency 3,4
8863,CA,B2,11.71,528,0,7,513,Agency 3,4
8864,CA,B2,1.93,843,0,1,816,Agency 3,4
8865,CA,B2,30.74,2422,1,15,2289,Agency 3,4
8866,CA,B2,13.53,432,1,3,408,Agency 3,4
8867,CA,B2,2.02,208,0,1,203,Agency 3,4
8868,CA,B2,2.03,351,0,0,338,Agency 3,4
8869,CA,B2,33.0,1183,0,14,1129,Agency 3,4
8870,CA,B2,1.99,312,0,1,311,Agency 3,4
8871,CA,B2,47.55,2191,1,13,2103,Agency 3,4
8872,CA,B2,1.18,47,0,2,33,Agency 3,4
8873,CA,B2,32.71,1403,0,6,1375,Agency 3,4
8874,CA,B2,40.31,2223,1,26,2159,Agency 3,4
8875,CA,B2,14.37,614,0,9,600,Agency 3,4
8876,CA,B2,0.0,0,0,0,0,Agency 3,4
8877,CA,B2,2.01,263,0,0,251,Agency 3,4
8878,CA,B2,15.08,603,1,7,586,Agency 3,4
8879,CA,B2,23.4,990,1,9,959,Agency 3,4
8880,CA,B2,21.94,1117,1,24,1007,Agency 3,4
8881,CA,B2,24.21,1118,1,3,1085,Agency 3,4
8882,CA,B2,24.62,1011,1,10,973,Agency 3,4
8883,CA,B2,5.73,278,0,1,276,Agency 3,4
8884,CA,B2,9.6,461,0,6,436,Agency 3,4
8885,CA,B2,17.91,459,1,7,433,Agency 3,4
8886,CA,B2,37.08,2221,1,11,2099,Agency 3,4
8887,CA,B2,25.58,691,0,10,661,Agency 3,4
8888,CA,B2,24.94,1338,0,7,1283,Agency 3,4
8889,CA,B2,0.89,46,0,1,42,Agency 3,4
8890,CA,B2,1.99,298,0,0,288,Agency 3,4
8891,CA,B2,37.45,2182,1,30,2108,Agency 3,4
8892,CA,B2,34.74,2035,1,14,1984,Agency 3,4
8893,CA,B2,41.46,1727,0,6,1566,Agency 3,4
8894,CA,B2,1.99,901,0,1,870,Agency 3,4
8895,CA,B2,12.56,521,1,4,510,Agency 3,4
8896,CA,B2,15.72,1026,1,6,957,Agency 3,4
8897,CA,B2,29.85,1385,1,14,1351,Agency 3,4
8898,CA,B2,23.48,915,1,4,872,Agency 3,4
8899,CA,B2,12.08,1136,0,10,1103,Agency 3,4
8900,CA,B2,11.36,439,0,6,421,Agency 3,4
8901,CA,B2,22.12,726,1,9,685,Agency 3,4
8902,CA,B2,34.76,2433,1,12,2405,Agency 3,4
8903,CA,B2,20.93,897,0,2,864,Agency 3,4
8904,CA,B2,1.05,32,0,0,27,Agency 3,4
8905,CA,B2,18.34,1201,1,12,1144,Agency 3,4
8906,CA,B2,13.0,596,1,3,569,Agency 3,4
8907,CA,B2,10.95,508,1,3,501,Agency 3,4
8908,CA,B2,11.88,684,0,4,643,Agency 3,4
8909,CA,B2,2.95,845,0,0,793,Agency 3,4
8910,CA,B2,12.15,574,1,13,544,Agency 3,4
8911,CA,B2,2.03,312,0,0,288,Agency 3,4
8912,CA,B2,11.45,539,1,5,522,Agency 3,4
8913,CA,B2,10.37,393,1,4,358,Agency 3,4
8914,CA,B2,1.88,138,0,0,136,Agency 3,4
8915,CA,B2,2.56,133,0,0,131,Agency 3,4
8916,CA,B2,27.02,1118,0,12,944,Agency 3,4
8917,CA,B2,10.8,526,0,5,521,Agency 3,4
8918,CA,B2,23.45,1256,1,8,1224,Agency 3,4
8919,CA,B2,5.37,154,0,1,147,Agency 3,4
8920,CA,B2,2.0,340,0,2,329,Agency 3,4
8921,CA,B2,11.4,710,1,6,687,Agency 3,4
8922,CA,B2,1.99,313,0,1,310,Agency 3,4
8923,CA,B2,18.39,1085,1,10,1048,Agency 3,4
8924,CA,B2,0.0,0,0,0,0,Agency 3,4
8925,CA,B2,12.83,545,1,2,530,Agency 3,4
8926,CA,B2,11.54,456,1,5,451,Agency 3,4
8927,CA,B2,12.38,238,0,3,228,Agency 3,4
8928,CA,B2,2.67,256,0,2,255,Agency 3,4
8929,CA,B2,33.64,2067,1,8,2004,Agency 3,4
8930,CA,B2,20.14,593,1,4,549,Agency 3,4
8931,CA,B2,33.9,1303,1,9,1269,Agency 3,4
8932,CA,B2,16.27,773,0,3,756,Agency 3,4
8933,CA,B2,10.9,386,1,4,371,Agency 3,4
8934,CA,B2,34.87,1772,1,5,1743,Agency 3,4
8935,CA,B2,3.62,238,0,7,232,Agency 3,4
8936,CA,B2,2.11,157,0,0,151,Agency 3,4
8937,CA,B2,18.58,721,1,12,695,Agency 3,4
8938,CA,B2,10.97,272,0,2,249,Agency 3,4
8939,CA,B2,13.49,759,1,13,746,Agency 3,4
8940,CA,B2,9.16,403,0,0,388,Agency 3,4
8941,CA,B2,1.87,281,0,0,275,Agency 3,4
8942,CA,B2,10.82,475,0,4,472,Agency 3,4
8943,CA,B2,2.05,268,0,0,263,Agency 3,4
8944,CA,B2,29.83,1130,1,9,1067,Agency 3,4
8945,CA,B2,8.8,664,0,3,654,Agency 3,4
8946,CA,B2,9.51,845,0,3,835,Agency 3,4
8947,CA,B2,2.02,209,0,0,199,Agency 3,4
8948,CA,B2,32.51,1071,0,11,1030,Agency 3,4
8949,CA,B2,2.02,173,0,0,168,Agency 3,4
8950,CA,B2,26.84,1390,0,4,1347,Agency 3,4
8951,CA,B2,2.02,698,0,0,654,Agency 3,4
8952,CA,B2,2.04,180,0,0,175,Agency 3,4
8953,CA,B2,16.5,576,0,1,551,Agency 3,4
8954,CA,B2,2.96,959,0,2,919,Agency 3,4
8955,CA,B2,12.35,800,1,4,773,Agency 3,4
8956,CA,B2,1.99,438,0,1,403,Agency 3,4
8957,CA,B2,11.08,719,1,3,705,Agency 3,4
8958,CA,B2,33.86,1618,1,9,1539,Agency 3,4
8959,CA,B2,37.08,2095,1,18,1993,Agency 3,4
8960,CA,B2,44.5,1613,1,12,1502,Agency 3,4
8961,CA,B2,0.0,0,0,0,0,Agency 3,4
8962,CA,B2,20.21,902,1,6,842,Agency 3,4
8963,CA,B2,5.4,262,1,2,257,Agency 3,4
